City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,borzya,50.3833,116.5167,67.17,67,53,5.7,RU,1722816873
279,valle del guamuez,0.4525,-76.9192,72.86,95,95,1.32,CO,1722816874
280,broome,42.2506,-75.833,77.79,62,5,1.99,US,1722816595
281,mopti,14.6667,-4.0,80.89,74,100,10.16,ML,1722816877
282,canatlan,24.5167,-104.7833,79.48,31,13,12.3,MX,1722816878
283,chukhloma,58.7525,42.6825,55.87,98,75,4.12,RU,1722816879
284,mejit,10.2753,170.8646,83.62,79,15,15.28,MH,1722816625
285,kununurra,-15.7667,128.7333,73.38,60,3,2.3,AU,1722816881
286,navia,43.5354,-6.7194,62.65,98,7,2.3,ES,1722816883
287,la paz,-16.5,-68.15,42.67,67,7,10.4,BO,1722816746
288,nenjiang,49.1833,125.2167,74.25,88,94,11.1,CN,1722816885
289,kalianget,-7.05,113.9333,80.15,65,52,14.36,ID,1722816886
290,naples park,26.2617,-81.8093,81.99,46,100,1.99,US,1722816887
291,nizao,18.25,-70.2,81.46,77,36,10.36,DO,1722816889
292,dunedin,-45.8742,170.5036,50.31,60,72,3.13,NZ,1722816890
293,bridlington,54.0831,-0.1919,64.89,82,100,1.99,GB,1722816891
294,pahrump,36.2083,-115.9839,105.85,13,100,7.0,US,1722816892
295,al jawf,29.5,38.75,79.07,25,4,6.33,SA,1722816893
296,ballina,-28.8667,153.5667,63.79,68,100,1.5,AU,1722816895
297,sulak,43.2734,47.5146,78.03,74,0,11.56,RU,1722816896
298,baraki barak,33.9675,68.9486,71.53,72,90,2.39,AF,1722816672
299,bechar,31.6167,-2.2167,97.12,11,40,0.0,DZ,1722816899
300,kalmunai,7.4167,81.8167,77.61,84,42,5.44,LK,1722816900
301,tura,25.5198,90.2201,75.18,97,96,3.27,IN,1722816901
302,belel,7.05,14.4333,60.49,96,100,2.21,CM,1722816903
303,masterton,-40.9597,175.6575,51.89,70,56,3.71,NZ,1722816904
304,kenora,49.8167,-94.4337,67.17,55,75,4.61,CA,1722816905
305,oberwart,47.2897,16.206,63.99,84,89,3.22,AT,1722816907
306,abbeville,50.1,1.8333,56.5,86,84,3.29,FR,1722816908
307,ust-nera,64.5667,143.2,59.56,56,23,3.06,RU,1722816909
308,nyrob,60.733,56.7202,57.06,99,98,2.89,RU,1722816910
309,lazaro cardenas,17.9583,-102.2,84.83,72,79,7.96,MX,1722816911
310,kailua-kona,19.6406,-155.9956,84.27,79,75,11.5,US,1722816913
311,suva,-18.1416,178.4415,73.36,75,98,12.37,FJ,1722816624
312,new plymouth,-39.0667,174.0833,50.31,100,100,6.46,NZ,1722816915
313,parabel',58.6978,81.4825,61.21,96,100,3.89,RU,1722816916
314,castillos,-34.1667,-53.8333,51.64,81,100,5.12,UY,1722816917
315,benjamin constant,-4.3831,-70.0311,82.53,97,74,3.24,BR,1722816919
316,chernyshevsk,52.5243,117.0174,63.91,72,79,4.63,RU,1722816921
317,kinablangan,7.6947,126.5503,80.19,73,100,1.86,PH,1722816923
318,kasamwa,-2.85,32.4333,64.54,34,65,4.9,TZ,1722816658
319,coahuayana de hidalgo,18.7,-103.6583,84.16,75,96,4.03,MX,1722816926
320,kapa'a,22.0752,-159.319,84.52,68,20,13.8,US,1722816927
321,lochow,52.5308,21.6816,65.88,93,100,4.34,PL,1722816929
322,vung tau,10.346,107.0843,78.89,83,92,8.28,VN,1722816930
323,kemijarvi,66.7131,27.4306,52.36,80,35,2.62,FI,1722816931
324,anchorage,61.2181,-149.9003,69.66,70,0,8.05,US,1722816932
325,hadibu,12.65,54.0333,78.44,77,100,23.64,YE,1722816934
326,wenatchee,47.4235,-120.3103,99.45,25,0,8.05,US,1722816682
327,sinabang,2.4803,96.3801,78.75,84,97,3.6,ID,1722816936
328,luderitz,-26.6481,15.1594,55.45,83,34,17.94,NA,1722816937
329,kitimat,54.0524,-128.6534,89.98,44,59,5.01,CA,1722816939
330,patterson,37.4716,-121.1297,101.01,14,0,9.04,US,1722816777
331,hasaki,35.7333,140.8333,86.4,71,1,2.77,JP,1722816941
332,lihue,21.9789,-159.3672,83.79,63,20,13.8,US,1722816942
333,soto la marina,23.7667,-98.2167,86.5,62,2,10.27,MX,1722816944
334,banda aceh,5.5577,95.3222,80.49,79,95,12.15,ID,1722816945
335,diebougou,10.9667,-3.25,73.62,91,100,4.94,BF,1722816946
336,petropavlovsk-kamchatsky,53.0452,158.6483,64.99,63,20,6.71,RU,1722816948
337,kangding,30.0513,101.9603,64.38,85,5,4.12,CN,1722816949
338,djelfa,34.6728,3.263,73.13,33,0,5.01,DZ,1722816951
339,kavaratti,10.5669,72.642,81.68,80,77,9.82,IN,1722816952
340,sen monorom,12.45,107.2,70.97,96,77,1.54,KH,1722816953
341,isla cristina,37.2,-7.3167,76.28,43,0,5.66,ES,1722816954
342,arteche,12.2645,125.4048,79.9,88,100,4.32,PH,1722816956
343,usinsk,65.9939,57.5281,54.97,81,100,22.24,RU,1722816957
344,grand falls-windsor,48.9332,-55.6649,75.51,84,98,5.06,CA,1722816785
345,cabo san lucas,22.8909,-109.9124,94.6,45,20,9.22,MX,1722816959
346,acarau,-2.8856,-40.12,77.18,82,2,16.91,BR,1722816960
347,mazatlan,23.2167,-106.4167,89.91,72,40,9.22,MX,1722816961
348,ugoofaaru,5.6667,73.0,82.09,77,98,8.93,MV,1722816963
349,kisangani,0.5167,25.2,72.7,85,100,3.11,CD,1722816965
350,ancud,-41.8697,-73.8203,48.34,88,100,30.87,CL,1722816967
351,martapura,-3.4167,114.85,75.29,94,0,3.44,ID,1722816968
352,esikhaleni,-28.871,31.8996,66.79,75,77,12.88,ZA,1722816969
353,ha'il,27.5219,41.6907,80.62,26,0,2.3,SA,1722816970
354,chui,-33.6971,-53.4616,53.19,86,100,5.5,UY,1722816971
355,mili,6.0815,171.735,83.7,76,51,12.97,MH,1722816973
356,hit,33.6416,42.8251,90.16,18,0,12.62,IQ,1722816974
357,kalabo,-14.97,22.6814,61.99,25,4,4.54,ZM,1722816975
358,tazovsky,67.4667,78.7,42.37,78,97,12.17,RU,1722816976
359,beyneu,45.3167,55.2,84.02,31,58,2.68,KZ,1722816977
360,pangody,65.85,74.4859,52.07,60,100,16.4,RU,1722816979
361,kuanda,56.3161,116.0806,61.11,78,15,2.95,RU,1722816980
362,bubaque,11.2833,-15.8333,78.64,84,100,8.23,GW,1722816981
363,verkhnevilyuysk,63.4453,120.3167,66.2,44,18,8.86,RU,1722816983
364,chakari,-18.0629,29.8925,55.44,27,5,4.54,ZW,1722816984
365,chifeng,42.2683,118.9636,77.97,60,100,5.7,CN,1722816985
366,nagqu,31.5,92.0,40.15,82,0,2.44,CN,1722816987
367,si sa ket,14.8333,104.3333,77.67,86,47,5.99,TH,1722816988
368,shevchenko,48.5,35.0,62.92,81,27,8.81,UA,1722816989
369,essaouira,31.5125,-9.77,71.1,88,0,4.61,MA,1722816990
370,safi,32.1667,-8.8333,72.54,64,0,5.66,MA,1722816992
371,china,25.7,-99.2333,98.71,29,4,13.53,MX,1722816993
372,hassi messaoud,31.6804,6.0729,85.86,28,0,4.61,DZ,1722816994
373,new norfolk,-42.7826,147.0587,54.91,60,66,6.13,AU,1722816995
374,mersa matruh,31.3525,27.2453,78.26,79,0,5.86,EG,1722816997
375,totskoye,52.5248,52.7623,68.25,55,80,6.55,RU,1722816998
376,santo antonio do ica,-3.1022,-67.9397,73.98,98,88,3.22,BR,1722816999
377,sona,45.4388,10.8255,78.24,73,0,2.3,IT,1722817000
378,dapa,9.7594,126.0531,81.09,78,100,6.51,PH,1722817001
379,tevriz,57.509,72.4042,59.72,95,98,3.47,RU,1722817003
380,sao gabriel da cachoeira,-0.1303,-67.0892,74.5,91,98,2.37,BR,1722817004
381,pindushi,62.9152,34.58,48.96,96,18,6.06,RU,1722817007
382,isangel,-19.55,169.2667,73.08,53,31,14.23,VU,1722817008
383,kapit,2.0167,112.9333,72.72,98,100,0.76,MY,1722817009
384,vanino,49.0869,140.2543,66.33,49,60,5.14,RU,1722817010
385,puttalam,8.0362,79.8283,80.29,84,61,12.88,LK,1722817012
386,nehe,48.4833,124.8333,75.31,85,99,9.22,CN,1722817014
387,piacabucu,-10.4056,-36.4344,75.0,68,29,9.51,BR,1722817015
388,mogocha,53.7333,119.7667,61.83,97,100,2.39,RU,1722817016
389,saint-pierre,-21.3393,55.4781,64.08,59,0,8.05,RE,1722817018
390,novoagansk,61.9449,76.6625,62.22,91,100,5.17,RU,1722817019
391,sechura,-5.5569,-80.8222,64.58,84,39,16.06,PE,1722817020
392,fomboni,-12.28,43.7425,76.59,65,10,8.57,KM,1722817023
393,lazarevskoye,43.9061,39.3331,71.82,88,3,5.28,RU,1722817024
394,hibbing,47.4272,-92.9377,67.35,84,75,4.61,US,1722816878
395,nelson bay,-32.7167,152.15,58.08,84,100,6.13,AU,1722817027
396,arauco,-37.2463,-73.3175,49.93,91,100,19.24,CL,1722817028
397,timimoun,29.2639,0.231,93.58,10,0,8.05,DZ,1722817029
398,abdanan,32.9926,47.4198,81.82,21,0,7.78,IR,1722817032
399,mana,5.6592,-53.7767,79.34,87,100,12.08,GF,1722817033
400,walvis bay,-22.9575,14.5053,50.09,80,2,12.66,NA,1722817036
401,luanda,-8.8368,13.2343,67.96,86,87,7.63,AO,1722817037
402,atafu village,-8.5421,-172.5159,81.99,81,100,12.28,TK,1722817038
403,gun barrel city,32.3346,-96.1514,94.98,52,0,5.99,US,1722817040
404,nuku'alofa,-21.1333,-175.2,71.94,83,100,5.75,TO,1722817041
405,medina,24.4686,39.6142,95.43,34,20,9.22,SA,1722816902
406,kani keli,-12.9536,45.1033,72.66,62,18,6.82,YT,1722817043
407,yanam,16.7333,82.2167,78.17,90,87,2.86,IN,1722817045
408,prince george,53.9166,-122.753,72.84,49,0,14.97,CA,1722817046
409,lompoc,34.6391,-120.4579,71.85,77,0,12.66,US,1722817047
410,fedorovskiy,45.0972,40.9517,65.68,89,25,6.91,RU,1722817048
411,chonchi,-42.6128,-73.8092,45.61,98,100,5.01,CL,1722817050
412,caimancito,-23.7407,-64.5937,65.21,45,0,1.95,AR,1722817051
413,barcelos,41.5388,-8.6151,66.69,89,1,1.83,PT,1722817052
414,ingeniero jacobacci,-41.3427,-69.5448,43.88,53,97,6.82,AR,1722817053
415,nizhniy odes,63.6445,54.856,53.31,98,24,5.44,RU,1722817054
416,sang-e charak,35.8497,66.4369,68.29,31,0,2.48,AF,1722817056
417,namibe,-15.1961,12.1522,62.02,83,9,6.24,AO,1722816945
418,salahonda,2.1019,-78.7217,78.66,84,83,19.66,CO,1722817058
419,nishinoomote,30.7333,131.0,86.56,84,75,5.75,JP,1722817059
420,narasaraopet,16.25,80.0667,81.25,74,67,3.04,IN,1722817060
421,santa marta,11.2408,-74.199,87.89,69,20,7.0,CO,1722817062
422,magistral'nyy,56.1725,107.4458,64.47,70,95,4.16,RU,1722817063
423,bengkulu,-3.8004,102.2655,74.97,93,71,8.21,ID,1722817064
424,goundi,9.3627,17.366,70.12,90,100,0.87,TD,1722817065
425,kirovo-chepetsk,58.5539,50.0399,55.62,97,11,4.16,RU,1722817067
426,machado,-21.6747,-45.9197,69.39,56,98,3.38,BR,1722817068
427,hithadhoo,-0.6,73.0833,83.16,75,100,9.86,MV,1722817069
428,anjozorobe,-18.4,47.8667,46.85,86,0,1.88,MG,1722817070
429,kavieng,-2.5744,150.7967,83.16,75,100,10.76,PG,1722817072
430,labytnangi,66.6572,66.4183,48.16,62,100,21.03,RU,1722817073
431,bishkek,42.87,74.59,66.4,34,83,2.91,KG,1722817074
432,okhotsk,59.3833,143.3,61.34,66,79,6.58,RU,1722817075
433,richlands,37.0932,-81.7937,80.31,68,1,3.36,US,1722817076
434,gazipasa,36.2694,32.3179,77.09,88,0,4.61,TR,1722817078
435,nemuro,43.3236,145.575,59.67,99,100,8.7,JP,1722817079
436,bridgewater,44.3835,-64.5155,74.1,92,91,2.3,CA,1722817012
437,christies beach,-35.1396,138.4698,53.73,81,93,1.99,AU,1722817081
438,salmon arm,50.6998,-119.3024,100.44,37,75,2.3,CA,1722817083
439,mersing,2.4312,103.8405,75.11,94,20,4.61,MY,1722817084
440,saldanha,-33.0117,17.9442,39.25,59,87,6.64,ZA,1722817085
441,nizhnesortymskiy,62.4397,71.7603,63.54,76,55,5.86,RU,1722817086
442,alcudia,39.8532,3.1214,78.26,76,0,1.72,ES,1722816891
443,zemio,5.0314,25.1361,68.38,98,93,3.09,CF,1722817089
444,arkhangel'sk,64.5401,40.5433,51.91,100,75,4.47,RU,1722817090
445,les cayes,18.2,-73.75,81.64,82,93,4.45,HT,1722817091
446,alabat,14.1028,122.0153,82.13,77,100,6.71,PH,1722817092
447,remire-montjoly,4.9167,-52.2667,80.64,89,0,2.3,GF,1722817093
448,soreang,-7.0331,107.5183,63.66,87,66,3.0,ID,1722817095
449,ad dabbah,18.05,30.95,90.55,48,32,8.21,SD,1722817096
450,buta,2.7858,24.73,69.58,99,100,2.35,CD,1722817097
451,paimpol,48.7784,-3.0438,58.64,89,4,6.13,FR,1722816843
452,tara,56.8944,74.371,58.26,95,63,4.76,RU,1722817100
453,miles city,46.4083,-105.8406,90.57,31,0,25.32,US,1722817039
454,naze,28.3667,129.4833,88.72,73,15,14.65,JP,1722817102
455,rivera,-30.9053,-55.5508,56.3,99,100,13.71,UY,1722816964
456,mar del plata,-38.0023,-57.5575,50.95,71,46,3.0,AR,1722817054
457,olinda,-8.0089,-34.8553,76.73,83,40,11.5,BR,1722817106
458,alofi,-19.0595,-169.9187,80.49,78,75,10.36,NU,1722817107
459,baruun-urt,46.6806,113.2792,66.97,60,1,5.17,MN,1722817108
460,kayangel,8.0823,134.7173,83.93,75,76,12.21,PW,1722817109
461,sosnogorsk,63.6023,53.8817,54.37,99,53,4.74,RU,1722817110
462,las palmas,28.4204,-14.0131,70.59,73,0,11.5,ES,1722817089
463,poronaysk,49.2167,143.1167,57.02,76,48,3.27,RU,1722817113
464,ascension,30.2169,-90.9001,93.07,65,52,5.68,US,1722817114
465,riberalta,-10.9833,-66.1,81.1,59,81,3.11,BO,1722817115
466,woolgoolga,-30.1106,153.2007,67.87,66,97,6.31,AU,1722817116
467,ardakan,32.31,54.0175,92.59,14,76,12.82,IR,1722817119
468,nizhniy kuranakh,58.8353,125.4869,59.11,97,100,4.65,RU,1722817121
469,novodzhereliyevskaya,45.7737,38.6723,67.84,90,25,6.73,RU,1722817122
470,ta`u,-14.2336,-169.5144,80.4,65,100,4.63,AS,1722817123
471,margate,51.3813,1.3862,59.31,82,78,10.96,GB,1722817124
472,floro,61.5996,5.0328,58.96,82,100,6.91,NO,1722817125
473,cockburn town,21.4612,-71.1419,82.78,85,77,20.58,TC,1722817128
474,batticaloa,7.7102,81.6924,77.83,80,28,7.76,LK,1722817129
475,shache,38.4167,77.2406,77.49,47,46,2.8,CN,1722817131
476,lively,46.4334,-81.1498,74.01,62,87,3.6,CA,1722817132
477,vershino-darasunskiy,52.35,115.5167,62.98,63,2,3.76,RU,1722817133
478,horta,38.5333,-28.6333,76.01,95,43,8.01,PT,1722816851
479,tabas,33.5959,56.9244,91.92,14,27,1.9,IR,1722817135
480,tateyama,34.9833,139.8667,82.74,68,25,0.43,JP,1722817137
481,kone,-21.0595,164.8658,75.51,43,20,7.85,NC,1722817138
482,beira,-19.8436,34.8389,62.69,100,20,5.75,MZ,1722817139
483,balykshi,47.0667,51.8667,71.6,88,0,6.71,KZ,1722817087
484,aksu,41.1231,80.2644,72.45,50,0,3.56,CN,1722817023
485,fale old settlement,-9.3852,-171.2468,81.88,81,90,15.52,TK,1722817143
486,antofagasta,-23.65,-70.4,58.28,90,54,6.33,CL,1722816909
487,inarajan village,13.2736,144.7484,84.4,85,100,10.89,GU,1722817145
488,hankasalmi,62.3833,26.4333,59.92,93,36,2.73,FI,1722817146
489,brokopondo,4.75,-55.1667,82.78,70,100,7.07,SR,1722817147
490,kuybyshev,55.4475,78.3218,59.04,94,95,5.86,RU,1722817149
491,san luis,-33.295,-66.3356,54.28,39,45,5.35,AR,1722816963
492,harstad,68.799,16.5293,58.39,75,40,2.82,NO,1722817151
493,mugumu,-1.85,34.7,62.51,59,44,3.09,TZ,1722817152
494,paranagua,-25.52,-48.5092,66.38,84,100,3.74,BR,1722816923
495,irymple,-34.25,142.1667,50.09,90,100,12.75,AU,1722817155
496,port moresby,-9.4431,147.1797,83.62,65,20,11.5,PG,1722817156
497,blythe,33.6103,-114.5964,117.05,12,75,3.44,US,1722817157
498,bereznik,62.8551,42.7072,58.21,94,100,4.63,RU,1722817158
499,panjab,34.388,67.0233,51.58,44,0,4.61,AF,1722817160
500,el soberbio,-27.2985,-54.1988,65.3,98,83,1.95,AR,1722817161
501,inirida,3.8653,-67.9239,76.41,88,100,2.59,CO,1722817162
502,jayapura,-2.5333,140.7,79.99,74,100,4.09,ID,1722817163
503,maulavi bazar,24.4833,91.7833,77.52,96,100,4.63,BD,1722817164
504,cabedelo,-6.9811,-34.8339,74.07,85,33,14.94,BR,1722817166
505,leninskoye,41.7589,69.3864,73.47,24,62,5.41,KZ,1722817167
506,al hufuf,25.3646,49.5653,93.54,14,0,6.91,SA,1722817168
507,ermoupolis,37.4423,24.9425,83.1,47,25,6.91,GR,1722817169
508,polatli,39.5772,32.1413,73.22,41,1,4.29,TR,1722817170
509,puerto armuelles,8.2833,-82.8667,76.98,86,100,2.86,PA,1722817172
510,tofol,5.3248,163.0078,89.38,62,75,9.22,FM,1722817173
511,ixtapa,20.7,-105.2,88.23,66,75,6.91,MX,1722817174
512,bedong,5.7274,100.5088,78.76,93,95,2.3,MY,1722817175
513,auki,-8.7676,160.7034,78.89,88,100,3.89,SB,1722817176
514,ocean shores,46.9737,-124.1563,69.96,78,100,13.8,US,1722817178
515,boca suno,-0.7167,-77.1333,72.77,97,91,2.51,EC,1722817179
516,minas de marcona,-15.2119,-75.1103,51.75,85,14,12.75,PE,1722817180
517,urangan,-25.3,152.9,66.58,65,53,9.6,AU,1722817181
518,agat village,13.3886,144.6585,84.36,81,20,6.91,GU,1722817183
519,monteros,-27.1674,-65.4983,60.57,37,0,0.22,AR,1722817184
520,crieff,56.3727,-3.8389,60.08,99,100,3.15,GB,1722817185
521,rockland,41.1668,-74.0496,77.68,86,95,2.75,US,1722816909
522,santa ana,33.7456,-117.8678,103.26,40,20,9.22,US,1722817187
523,zlatni pyasatsi,43.285,28.0418,69.55,87,18,1.14,BG,1722817189
524,viedma,-40.8135,-62.9967,52.29,45,99,10.11,AR,1722817190
525,lezhe,41.7836,19.6436,71.92,47,11,6.8,AL,1722817191
526,metlili chaamba,32.2667,3.6333,86.94,16,0,3.44,DZ,1722817192
527,nuuk,64.1835,-51.7216,43.41,87,70,6.91,GL,1722816915
528,al bawiti,28.3492,28.8659,80.94,30,35,6.04,EG,1722817195
529,manta,-0.95,-80.7333,74.98,78,75,12.66,EC,1722817196
530,misawa,40.6836,141.3597,77.61,88,75,3.44,JP,1722817197
531,choyr,46.3611,108.3611,68.05,54,4,5.39,MN,1722817198
532,mandalgovi,45.7625,106.2708,69.67,38,45,9.69,MN,1722817199
533,muromtsevo,56.3724,75.2418,59.16,94,84,4.47,RU,1722817201
534,ketchikan,55.3422,-131.6461,77.47,41,0,12.66,US,1722817202
535,kyzylorda,44.8528,65.5092,66.22,48,0,4.47,KZ,1722817203
536,calvinia,-31.4707,19.776,33.89,97,30,4.38,ZA,1722817204
537,bandarbeyla,9.4942,50.8122,76.62,80,100,29.19,SO,1722817208
538,san rafael del sur,11.8485,-86.4384,79.77,83,50,7.76,NI,1722817209
539,nouadhibou,20.931,-17.0347,75.18,88,40,10.36,MR,1722817211
540,amahai,-3.3333,128.9167,76.64,90,100,5.99,ID,1722817212
541,north bend,43.4065,-124.2243,73.26,72,40,13.8,US,1722817214
542,yamada,39.4667,141.95,80.71,78,30,3.74,JP,1722817215
543,westport,41.1415,-73.3579,75.6,88,66,3.0,US,1722817216
544,batouri,4.4333,14.3667,67.6,98,98,2.66,CM,1722817218
545,opuwo,-18.0607,13.84,61.57,38,0,3.04,NA,1722817220
546,odiongan,12.4017,121.9919,82.92,80,100,16.84,PH,1722817224
547,pacific grove,36.6177,-121.9166,79.21,86,75,9.22,US,1722817225
548,island harbour,50.724,-1.2758,62.02,75,71,1.01,GB,1722817227
549,lagoa santa,-19.6272,-43.8897,70.77,62,0,5.75,BR,1722817229
550,saint-louis,16.3333,-15.0,83.95,66,100,13.13,SN,1722817232
551,mulayjah,27.271,48.4242,91.8,15,89,11.72,SA,1722817233
552,bozyazi,36.1082,32.9611,82.89,71,9,6.13,TR,1722817235
553,alo,6.5486,4.2686,75.29,88,65,6.26,NG,1722817236
554,faya-largeau,17.9257,19.1043,82.92,72,99,24.32,TD,1722817238
555,i-n-salah,27.1935,2.4607,100.22,9,34,10.74,DZ,1722816973
556,ain sefra,32.75,-0.5833,84.11,14,70,5.44,DZ,1722817241
557,konarka,19.9,86.1167,81.0,82,99,6.69,IN,1722817242
558,khovd,48.0056,91.6419,69.15,41,0,2.26,MN,1722817243
559,fada,7.25,4.0667,69.33,97,74,2.77,NG,1722817245
